of the,580865
in the,395365
to the,232773
on the,180619
to be,160396
and the,157243
for the,127046
it is,123911
at the,120657
it was,113690
that the,103547
with the,102144
of a,99516
from the,98149
by the,95598
in a,93657
as a,72309
is a,68139
he was,63298
with a,62345
for a,58518
was a,57786
have been,57613
will be,55619
is the,54454
one of,53086
as the,51146
there is,50668
had been,48848
the same,48325
would be,46686
to a,46489
into the,46202
can be,46015
and a,44759
has been,44527
this is,44034
the first,43568
there was,43191
you know,41808
and i,41634
out of,41275
i was,41038
all the,40675
he had,40651
if you,40267
to do,40222
have to,40189
i think,40149
is not,39593
of his,38385
to have,36893
on a,36548
i don't,36381
she was,35606
they are,35409
the other,35322
was the,34888
they were,34813
there are,34270
have a,34225
he said,33063
about the,32968
should be,32569
may be,32530
going to,31408
and then,31270
that it,31173
is that,31125
to make,31041
in this,30799
but the,30769
that he,29986
you can,29601
to get,29515
be a,29511
over the,29084
of this,28427
part of,28163
of course,28019
she had,27560
the most,27528
want to,27505
in his,27438
do you,27272
as well,26659
i have,26640
such as,26225
number of,26215
and that,25762
of their,25563
to see,25548
that is,25431
by a,25392
that they,25381
we have,25321
is to,25246
able to,24954
to go,24843
through the,24590
if the,24582
would have,24455
and it,24368
which is,24251
some of,24180
but i,24135
in which,24055
had to,24014
a few,23883
had a,23879
and he,23865
i mean,23773
used to,23633
not be,23597
did not,23375
the way,23359
but it,23059
could be,22908
the time,22752
the new,22684
was not,22593
when the,22242
to take,22095
it would,22042
sort of,21953
a lot,21521
and in,21494
must be,21096
of them,21042
you have,20954
the end,20677
i am,20575
more than,20555
of her,20383
a new,20338
that was,20283
and to,20266
need to,20178
you are,19898
we are,19800
a good,19761
the world,19687
can not,19433
i had,19359
she said,19286
like a,19264
do not,19252
a little,19202
of these,19166
at a,18909
at least,18821
that i,18737
up to,18638
end of,18608
rather than,18577
so that,18511
between the,18418
the last,18304
i know,18238
back to,18181
from a,18129
for example,17620
in their,17562
the two,17560
a very,17440
such a,17368
that we,17367
up the,17364
of an,17276
are not,17261
to say,17075
i can,17013
and they,17001
of it,16974
does not,16964
the next,16918
the only,16879
not to,16863
a bit,16846
there were,16840
as he,16757
be the,16645
when he,16496
they had,16495
that you,16492
which the,16482
into a,16302
to her,16263
the whole,16254
he is,15899
the house,15745
well as,15729
don't know,15639
that there,15613
to his,15593
at all,15583
where the,15583
their own,15521
and his,15504
they have,15476
we can,15471
the best,15451
it has,15393
and she,15380
during the,15235
that a,15197
when i,15133
lot of,15096
of all,15006
kind of,14953
what is,14914
the right,14879
because of,14759
after the,14729
within the,14709
most of,14643
trying to,14615
and so,14595
is it,14562
to me,14555
it will,14478
this was,14466
that she,14430
i would,14403
of its,14393
i said,14296
the second,14289
use of,14193
on to,14188
it's a,14144
was to,14102
was in,14056
is no,14037
in fact,14032
and you,14026
might be,14014
as if,13944
look at,13938
under the,13924
are the,13831
are you,13821
to give,13791
is an,13776
the government,13734
as it,13730
in an,13636
in her,13612
and we,13518
but he,13509
if they,13469
to find,13332
as they,13326
against the,13319
likely to,13313
the old,13303
than the,13265
on his,13044
as an,12991
not a,12960
or the,12953
a number,12933
i thought,12904
if it,12869
we were,12863
the main,12769
he would,12740
his own,12737
it to,12710
the fact,12624
you want,12583
if i,12556
down the,12541
in that,12496
up and,12465
of that,12422
the case,12414
not only,12359
like that,12348
be able,12341
when you,12255
if he,12239
as i,12149
who had,12149
those who,12148
have the,12133
gon na,12091
a small,12056
has a,12054
is in,12053
before the,12048
of our,12037
fact that,11992
like to,11933
to keep,11917
a great,11869
the door,11857
it and,11789
like the,11747
and there,11730
a long,11633
he could,11620
which are,11608
could not,11596
them to,11574
with his,11573
i could,11545
wanted to,11538
not the,11534
in order,11528
as she,11521
you see,11439
it had,11426
he has,11400
when they,11390
you don't,11375
to come,11342
got a,11319
go to,11117
to him,11077
was no,11067
you will,11035
across the,11018
what i,11014
which was,10968
many of,10964
got to,10938
and other,10899
so i,10897
in my,10847
been a,10773
it in,10773
to work,10771
that this,10756
the one,10724
time to,10706
it's not,10694
did you,10678
of those,10655
to use,10644
in some,10637
according to,10612
him to,10609
to know,10606
that in,10604
about it,10529
would not,10508
out the,10481
said that,10468
do it,10463
terms of,10436
if we,10392
order to,10391
and if,10351
i do,10317
come to,10312
of my,10308
a man,10270
range of,10248
away from,10234
seemed to,10231
off the,10223
the rest,10220
know what,10157
i didn't,10153
is also,10077
i'm not,10038
they can,10036
of what,10029
with her,10006
way of,10001
you to,9985
to help,9951
the top,9945
and was,9925
to look,9891
the past,9867
to their,9866
who was,9849
make a,9834
was that,9825
what the,9824
but they,9816
i can't,9812
and their,9806
it may,9798
or a,9795
the more,9784
form of,9782
a large,9771
as to,9737
in its,9709
you think,9663
the day,9659
of your,9622
and is,9543
the company,9519
to you,9504
the back,9497
what you,9479
around the,9473
and this,9465
may have,9446
will not,9433
said the,9425
way to,9424
the following,9413
the british,9383
it can,9381
see the,9379
you were,9361
we had,9349
well i,9341
have you,9336
thank you,9324
will have,9297
so much,9292
the people,9275
you've got,9259
to put,9241
members of,9188
side of,9181
you could,9148
the man,9139
began to,9137
must have,9135
of which,9114
say that,9113
to this,9112
for this,9104
people who,9101
i want,9068
out to,9050
me to,9018
the problem,9009
when she,9006
difficult to,9002
she could,8981
the local,8959
enough to,8957
has to,8957
all of,8920
in terms,8901
after a,8887
and as,8873
you do,8865
could have,8841
at this,8825
who are,8807
in any,8800
towards the,8787
seems to,8775
because the,8774
how to,8756
sense of,8751
at her,8747
had the,8747
what was,8742
tried to,8732
was an,8726
not have,8721
the country,8711
each other,8703
on her,8698
be used,8671
the national,8630
i've got,8624
they would,8620
as we,8605
based on,8588
than a,8586
but there,8577
with an,8576
seem to,8574
that of,8569
and not,8568
down to,8530
the public,8525
went to,8432
up in,8421
and all,8421
be in,8416
up with,8366
to an,8337
for you,8314
the police,8305
and of,8287
for his,8285
this time,8268
and for,8234
had not,8223
a more,8189
and er,8183
only a,8161
when it,8150
what they,8141
and its,8120
what he,8117
try to,8085
know that,8084
up a,8080
for their,8066
to provide,8050
as you,8044
but in,8041
the work,8033
of any,8023
which he,8001
then the,7995
the future,7990
much of,7981
were not,7980
they will,7952
of us,7949
don't think,7914
but she,7891
the moment,7891
him and,7889
the great,7883
is one,7876
the number,7875
you get,7865
when we,7858
and what,7852
is now,7849
that if,7844
on their,7834
because it,7820
that one,7819
he says,7815
of people,7813
she would,7806
the idea,7775
rest of,7772
on this,7772
said to,7767
be made,7767
but not,7754
the use,7745
in our,7715
to it,7685
even if,7674
should have,7666
i i,7653
the road,7652
get a,7650
the united,7649
for her,7627
might have,7624
he did,7593
its own,7593
in your,7561
looked at,7554
the question,7552
in one,7541
no longer,7535
came to,7526
for it,7512
for all,7504
couple of,7497
and more,7488
to that,7483
lack of,7472
no one,7459
the room,7456
and when,7455
there's a,7443
along the,7440
all that,7436
the very,7413
due to,7412
just a,7404
with it,7403
involved in,7369
in all,7342
very much,7335
get the,7329
with their,7277
to think,7276
a couple,7253
for me,7241
because they,7223
are a,7212
time and,7203
just as,7198
these are,7193
amount of,7188
but you,7159
which they,7147
go on,7131
we will,7129
think that,7118
far as,7108
had no,7105
do with,7098
much more,7097
so far,7096
the middle,7084
to them,7083
the car,7081
in other,7070
i just,7066
his head,7062
while the,7049
nature of,7048
from his,7023
to which,7018
to tell,7013
that would,7002
a single,7000
voice over,6989
the the,6988
the point,6974
for an,6956
and her,6951
development of,6950
it could,6948
with him,6947
since the,6947
last night,6934
years ago,6923
the city,6911
front of,6909
i did,6882
out and,6865
they do,6860
are in,6855
the need,6847
