one of the,29317
as well as,15169
the end of,14609
part of the,14160
a lot of,14007
out of the,13811
there is a,13311
some of the,13078
it was a,12817
there was a,12661
a number of,12246
be able to,12147
i don't know,11661
the fact that,10939
end of the,10533
there is no,10388
to be a,10382
in order to,9970
it would be,9715
it is not,9299
it is a,8966
in terms of,8539
there was no,8112
at the end,7967
the rest of,7688
on the other,7498
the use of,7279
that it is,7237
most of the,7096
it was the,6978
at the same,6862
have to be,6852
i don't think,6826
the same time,6525
a couple of,6498
the number of,6497
at the time,6441
that it was,6435
can not be,6354
this is a,6262
because of the,6150
would have been,6024
to have a,5970
as a result,5928
side of the,5924
back to the,5908
the first time,5903
this is the,5881
to be the,5877
members of the,5848
it is the,5674
going to be,5652
in the first,5646
to do with,5617
in front of,5586
and it was,5482
you want to,5365
in the same,5347
that he was,5322
and it is,5281
but it is,5271
and in the,5229
as far as,5143
for the first,5142
it will be,5121
in which the,5120
many of the,5107
as soon as,5009
you have to,5009
but it was,5006
on to the,4977
had to be,4911
is that the,4885
the development of,4859
a bit of,4852
what do you,4821
in the world,4810
that there is,4792
at the moment,4774
likely to be,4773
is to be,4761
the other hand,4718
of the most,4702
it may be,4679
i want to,4636
in the past,4606
it was not,4569
rest of the,4564
he was a,4477
to make a,4458
do you think,4428
he had been,4388
a series of,4387
is one of,4357
was going to,4337
and so on,4313
that he had,4291
to have been,4236
such as the,4211
a matter of,4193
the back of,4166
the nature of,4147
in the middle,4146
need to be,4133
the case of,4099
to go to,4092
has to be,4078
of the world,4063
the united states,4060
up to the,4029
look at the,4023
a result of,4011
it has been,3998
to ensure that,3879
in the case,3878
more than a,3810
the idea of,3789
away from the,3778
the top of,3741
to say that,3729
of the new,3682
do you want,3672
it can be,3670
would like to,3661
a variety of,3656
a great deal,3620
top of the,3613
if you are,3613
as long as,3602
would have to,3597
that they are,3572
in relation to,3561
would be a,3529
the basis of,3526
the need for,3516
secretary of state,3513
it had been,3504
is likely to,3501
for a moment,3482
as part of,3482
there will be,3480
to look at,3478
is not a,3478
this is not,3477
the form of,3474
a long time,3440
all the time,3424
member of the,3401
to see the,3399
it should be,3388
to make the,3377
the middle of,3376
parts of the,3375
much of the,3373
in the morning,3373
to do so,3328
was in the,3323
the sort of,3285
to do it,3278
was one of,3268
of the house,3263
one of them,3262
the role of,3249
don't want to,3248
the time of,3225
will have to,3208
so that the,3191
i don't want,3184
that there was,3179
and i think,3167
nature of the,3158
he did not,3133
i had to,3130
do you know,3118
the secretary of,3096
the importance of,3081
according to the,3076
i have to,3076
way in which,3074
to deal with,3061
seems to be,3057
must have been,3046
the kind of,3042
it must be,3035
and there was,3031
to be able,3014
was to be,3014
we have to,3014
the centre of,3012
will not be,3010
in the uk,3009
i do not,2983
i think it,2981
seemed to be,2978
in the last,2970
by the time,2963
the cost of,2955
if it is,2949
she had been,2942
should not be,2941
part of a,2937
to be in,2934
one or two,2932
of all the,2931
the amount of,2919
as a whole,2917
it is possible,2901
in the end,2888
go to the,2885
of the day,2885
in other words,2884
would not be,2883
down to the,2871
as much as,2870
the prime minister,2867
a member of,2853
that they were,2839
the effect of,2837
when i was,2834
the level of,2827
the beginning of,2825
i think that,2823
it could be,2818
if you want,2812
and he was,2810
of the first,2802
i'm going to,2795
the need to,2780
in the way,2772
is not the,2772
it is important,2767
if you have,2762
the work of,2755
the question of,2739
the most important,2737
use of the,2725
not to be,2720
to get the,2720
that she was,2718
in this way,2717
the house of,2712
view of the,2709
the possibility of,2702
that is the,2699
may not be,2695
on the basis,2694
is in the,2689
up in the,2676
the other side,2676
seem to be,2676
and that the,2670
it might be,2668
point of view,2646
the name of,2644
between the two,2638
the quality of,2637
it is also,2635
the process of,2633
in favour of,2630
it in the,2609
at a time,2607
i think it's,2601
a group of,2599
in addition to,2598
have been a,2594
a range of,2594
i mean i,2593
in a way,2586
used to be,2580
that of the,2573
that in the,2570
the right to,2567
and a half,2566
not going to,2564
the majority of,2554
in the house,2550
will be a,2545
of the year,2541
there has been,2535
when he was,2529
he had a,2526
one of those,2522
as it is,2520
the presence of,2517
the value of,2514
in this case,2512
you know what,2511
the edge of,2499
the size of,2497
at the top,2488
had been a,2487
the course of,2484
is going to,2483
the same way,2476
can be used,2473
are likely to,2465
and of course,2464
the way in,2453
any of the,2449
a kind of,2443
has been a,2443
be used to,2438
you have a,2433
in the early,2431
to take the,2431
that there are,2423
front of the,2420
i think i,2415
needs to be,2415
i used to,2415
to find out,2413
all over the,2412
of the other,2408
based on the,2406
whether or not,2406
we need to,2402
and i was,2400
it would have,2400
terms of the,2400
the labour party,2400
of the two,2394
don't know what,2392
that was the,2386
in the form,2385
you've got to,2384
there would be,2382
which can be,2376
it does not,2372
they are not,2364
a sense of,2363
and there is,2353
on the floor,2351
two or three,2345
aware of the,2345
may have been,2340
out in the,2339
the absence of,2337
the effects of,2333
in such a,2331
a piece of,2331
are to be,2329
the result of,2326
well as the,2302
for a while,2297
that she had,2294
in the future,2294
of the same,2289
that it would,2287
there are no,2285
is that it,2284
more or less,2282
and the other,2281
but there is,2278
been able to,2278
more and more,2270
wide range of,2268
to be made,2260
in spite of,2254
and this is,2251
might have been,2241
some of them,2239
and on the,2234
a sort of,2234
but there was,2228
there is an,2228
to get a,2224
for a few,2220
the point of,2219
the united kingdom,2210
the department of,2201
in the area,2198
could have been,2197
in the united,2191
a little bit,2190
are going to,2182
had not been,2180
at the back,2180
fact that the,2180
on top of,2180
of their own,2177
the side of,2176
great deal of,2168
how do you,2167
for example the,2158
i had a,2154
they do not,2154
one of his,2153
i think the,2153
in the next,2149
what are you,2148
if there is,2145
on behalf of,2138
the same as,2136
there had been,2134
want to be,2133
the opportunity to,2123
the face of,2120
could not be,2116
more likely to,2116
you know the,2115
that would be,2112
we have a,2111
in the country,2109
the history of,2107
sort of thing,2098
on the ground,2098
to use the,2098
if they are,2097
to take a,2094
one of these,2091
but in the,2090
the subject of,2090
the problem of,2089
he would have,2086
at the beginning,2084
my hon friend,2077
i wanted to,2073
there are many,2072
you need to,2071
involved in the,2069
and all the,2062
no more than,2056
this was the,2055
will be the,2055
but i don't,2049
in the second,2049
the whole of,2048
at that time,2038
if you don't,2036
i would have,2036
i have a,2035
edge of the,2034
was able to,2034
on the way,2034
was the first,2033
went to the,2031
the lack of,2031
have to do,2030
the bottom of,2030
there are two,2024
seems to have,2021
i am not,2020
to keep the,2019
he had to,2016
to try to,2014
back of the,2005
the existence of,2002
close to the,1999
to make it,1999
in n it,1999
for a long,1997
the context of,1994
who had been,1992
to talk to,1992
is a very,1992
due to the,1990
it is to,1989
in recent years,1987
but he was,1985
it was an,1978
of the old,1977
up and down,1974
the interests of,1974
middle of the,1973
in any case,1972
a wide range,1970
that he would,1964
a pair of,1963
that we have,1963
of his own,1961
that this is,1959
the sound of,1958
of the country,1957
be in the,1951
and at the,1946
the relationship between,1941
but i think,1941
i'd like to,1940
gon na be,1937
so far as,1931
of the time,1931
the concept of,1931
he was not,1930
it was all,1926
the needs of,1924
if you can,1924
du n no,1914
as in the,1912
was on the,1910
this was a,1910
there may be,1910
the purpose of,1903
in this country,1900
if it was,1899
i can not,1899
have to go,1898
the introduction of,1895
in one of,1894
have a look,1890
all the way,1877
chairman of the,1877
and she was,1876
an attempt to,1876
of the people,1873
more than one,1871
of a new,1871
you know i,1870
